Time (s),Angle (deg),Torque (Nm),Cycle,,
10.846,11.27,-2.637862,4,2.637862,
10.848,11.27,-2.635406,4,2.635406,
10.85,11.27,-2.633364,4,2.633364,
10.852,11.27,-2.631323,4,2.631323,
10.854,11.27,-2.629281,4,2.629281,
10.856,11.27,-2.62724,4,2.62724,
10.858,11.27,-2.625198,4,2.625198,
10.86,11.27,-2.623156,4,2.623156,
10.862,11.27,-2.621115,4,2.621115,
10.864,11.27,-2.619073,4,2.619073,
10.866,11.27,-2.617031,4,2.617031,
10.868,11.799183,-2.61329,4,2.61329,
10.87,12.576764,-2.608751,4,2.608751,
10.872,13.354346,-2.604212,4,2.604212,
10.874,14.131927,-2.599673,4,2.599673,
10.876,14.59,-2.596999,4,2.596999,
10.878,14.59,-2.596999,4,2.596999,
10.88,14.59,-2.596999,4,2.596999,
10.882,14.59,-2.596999,4,2.596999,
10.884,14.59,-2.596999,4,2.596999,
10.886,14.59,-2.596999,4,2.596999,
10.888,14.59,-2.596999,4,2.596999,
10.89,14.59,-2.596999,4,2.596999,
10.892,14.59,-2.596999,4,2.596999,
10.894,14.59,-2.596999,4,2.596999,
10.896,14.59,-2.596999,4,2.596999,
10.898,14.59,-2.596999,4,2.596999,
10.9,14.59,-2.596999,4,2.596999,
10.902,14.59,-2.596999,4,2.596999,
10.904,14.59,-2.596999,4,2.596999,
10.906,14.59,-2.596999,4,2.596999,
10.908,14.59,-2.596999,4,2.596999,
10.91,14.59,-2.577618,4,2.577618,
10.912,14.59,-2.577618,4,2.577618,
10.914,14.59,-2.577618,4,2.577618,
10.916,14.59,-2.577028,4,2.577028,
10.918,14.59,-2.574982,4,2.574982,
10.92,14.59,-2.572936,4,2.572936,
10.922,14.59,-2.57089,4,2.57089,
10.924,14.59,-2.568844,4,2.568844,
10.926,14.59,-2.566798,4,2.566798,
10.928,14.59,-2.564752,4,2.564752,
10.93,14.59,-2.562706,4,2.562706,
10.932,14.59,-2.56066,4,2.56066,
10.934,14.59,-2.558614,4,2.558614,
10.936,14.59,-2.556421,4,2.556421,
10.938,14.59,-2.554196,4,2.554196,
10.94,14.59,-2.55197,4,2.55197,
10.942,14.59,-2.549744,4,2.549744,
10.944,14.59,-2.547519,4,2.547519,
10.946,14.59,-2.545293,4,2.545293,
10.948,14.59,-2.543067,4,2.543067,
10.95,14.59,-2.540842,4,2.540842,
10.952,14.59,-2.538614,4,2.538614,
10.954,14.59,-2.535363,4,2.535363,
10.956,14.59,-2.532111,4,2.532111,
10.958,14.59,-2.52886,4,2.52886,
10.96,14.59,-2.525609,4,2.525609,
10.962,14.59,-2.522358,4,2.522358,
10.964,14.59,-2.519106,4,2.519106,
10.966,14.59,-2.515855,4,2.515855,
10.968,14.59,-2.512604,4,2.512604,
10.97,14.59,-2.509352,4,2.509352,
10.972,14.59,-2.506101,4,2.506101,
10.974,14.59,-2.50285,4,2.50285,
10.976,14.59,-2.499776,4,2.499776,
10.978,14.59,-2.497686,4,2.497686,
10.98,14.59,-2.495597,4,2.495597,
10.982,14.59,-2.493507,4,2.493507,
10.984,14.59,-2.491417,4,2.491417,
10.986,14.59,-2.489327,4,2.489327,
10.988,14.59,-2.487237,4,2.487237,
10.99,14.59,-2.485148,4,2.485148,
10.992,14.59,-2.483058,4,2.483058,
10.994,14.59,-2.480968,4,2.480968,
10.996,14.59,-2.479063,4,2.479063,
10.998,14.59,-2.477183,4,2.477183,
11,14.59,-2.475303,4,2.475303,
11.002,14.59,-2.473424,4,2.473424,
11.004,14.59,-2.471544,4,2.471544,
11.006,14.59,-2.469664,4,2.469664,
11.008,14.59,-2.467784,4,2.467784,
11.01,14.59,-2.465904,4,2.465904,
11.012,14.59,-2.464025,4,2.464025,
11.014,14.59,-2.462145,4,2.462145,
11.016,14.799375,-2.460178,4,2.460178,
11.018,15.167409,-2.458146,4,2.458146,
11.02,15.535444,-2.456114,4,2.456114,
11.022,15.903478,-2.454082,4,2.454082,
11.024,16.271513,-2.45205,4,2.45205,
11.026,16.639547,-2.450018,4,2.450018,
11.028,17.007582,-2.447986,4,2.447986,
11.03,17.375616,-2.445954,4,2.445954,
11.032,17.743651,-2.443921,4,2.443921,
11.034,18.1,-2.441804,4,2.441804,
11.036,18.1,-2.43707,4,2.43707,
11.038,18.1,-2.432337,4,2.432337,
11.04,18.1,-2.427604,4,2.427604,
11.042,18.1,-2.42287,4,2.42287,
11.044,18.1,-2.419313,4,2.419313,
11.046,18.1,-2.415834,4,2.415834,
11.048,18.1,-2.412356,4,2.412356,
11.05,18.1,-2.408877,4,2.408877,
11.052,18.1,-2.405399,4,2.405399,
11.054,18.1,-2.40192,4,2.40192,
11.056,18.1,-2.398441,4,2.398441,
11.058,18.1,-2.394963,4,2.394963,
11.06,18.1,-2.391484,4,2.391484,
11.062,18.1,-2.388005,4,2.388005,
11.064,18.1,-2.384527,4,2.384527,
11.066,18.1,-2.382052,4,2.382052,
11.068,18.1,-2.379837,4,2.379837,
11.07,18.1,-2.377622,4,2.377622,
11.072,18.1,-2.375408,4,2.375408,
11.074,18.1,-2.373193,4,2.373193,
11.076,18.1,-2.370978,4,2.370978,
11.078,18.1,-2.368763,4,2.368763,
11.08,18.1,-2.366548,4,2.366548,
11.082,18.1,-2.364158,4,2.364158,
11.084,18.1,-2.358026,4,2.358026,
11.086,18.1,-2.351894,4,2.351894,
11.088,18.1,-2.345762,4,2.345762,
11.09,18.1,-2.33963,4,2.33963,
11.092,18.1,-2.333498,4,2.333498,
11.094,18.1,-2.327365,4,2.327365,
11.096,18.1,-2.322801,4,2.322801,
11.098,18.1,-2.318836,4,2.318836,
11.1,18.1,-2.31487,4,2.31487,
11.102,18.1,-2.310905,4,2.310905,
11.104,18.1,-2.306939,4,2.306939,
11.106,18.1,-2.30629,4,2.30629,
11.108,18.1,-2.30629,4,2.30629,
11.11,18.1,-2.30629,4,2.30629,
11.112,18.1,-2.30629,4,2.30629,
11.114,18.1,-2.30629,4,2.30629,
11.116,18.1,-2.30629,4,2.30629,
11.118,18.1,-2.30629,4,2.30629,
11.12,18.1,-2.30629,4,2.30629,
11.122,18.1,-2.30629,4,2.30629,
11.124,18.1,-2.303353,4,2.303353,
11.126,18.1,-2.298186,4,2.298186,
11.128,18.1,-2.29302,4,2.29302,
11.13,18.1,-2.287853,4,2.287853,
11.132,18.1,-2.282686,4,2.282686,
11.134,18.1,-2.27752,4,2.27752,
11.136,18.1,-2.272353,4,2.272353,
11.138,18.13198,-2.267384,4,2.267384,
11.14,18.614695,-2.265193,4,2.265193,
11.142,19.09741,-2.263002,4,2.263002,
11.144,19.580125,-2.260811,4,2.260811,
11.146,20.06284,-2.25862,4,2.25862,
11.148,20.545555,-2.256429,4,2.256429,
11.15,21.02827,-2.254238,4,2.254238,
11.152,21.510985,-2.252047,4,2.252047,
11.154,21.9937,-2.249856,4,2.249856,
11.156,22.37,-2.245994,4,2.245994,
11.158,22.37,-2.23622,4,2.23622,
11.16,22.37,-2.226446,4,2.226446,
11.162,22.37,-2.216673,4,2.216673,
11.164,22.37,-2.208918,4,2.208918,
11.166,22.37,-2.207078,4,2.207078,
11.168,22.37,-2.205238,4,2.205238,
11.17,22.37,-2.203398,4,2.203398,
11.172,22.37,-2.201558,4,2.201558,
11.174,22.37,-2.199717,4,2.199717,
11.176,22.37,-2.197877,4,2.197877,
11.178,22.37,-2.196037,4,2.196037,
11.18,22.37,-2.194197,4,2.194197,
11.182,22.37,-2.192357,4,2.192357,
11.184,22.37,-2.190516,4,2.190516,
11.186,22.37,-2.186954,4,2.186954,
11.188,22.37,-2.18273,4,2.18273,
11.19,22.37,-2.178506,4,2.178506,
11.192,22.37,-2.174283,4,2.174283,
11.194,22.37,-2.170059,4,2.170059,
11.196,22.37,-2.165836,4,2.165836,
11.198,22.37,-2.161612,4,2.161612,
11.2,22.37,-2.157389,4,2.157389,
11.202,22.37,-2.153165,4,2.153165,
11.204,22.37,-2.149412,4,2.149412,
11.206,22.37,-2.146051,4,2.146051,
11.208,22.37,-2.14269,4,2.14269,
11.21,22.37,-2.13933,4,2.13933,
11.212,22.37,-2.135969,4,2.135969,
11.214,22.37,-2.132608,4,2.132608,
11.216,22.37,-2.129247,4,2.129247,
11.218,22.37,-2.125887,4,2.125887,
11.22,22.37,-2.122526,4,2.122526,
11.222,22.37,-2.119165,4,2.119165,
11.224,22.37,-2.115804,4,2.115804,
11.226,22.37,-2.112458,4,2.112458,
11.228,22.37,-2.110317,4,2.110317,
11.23,22.37,-2.108176,4,2.108176,
11.232,22.37,-2.106035,4,2.106035,
11.234,22.37,-2.103894,4,2.103894,
11.236,22.37,-2.101753,4,2.101753,
11.238,22.37,-2.099612,4,2.099612,
11.24,22.37,-2.09747,4,2.09747,
11.242,22.37,-2.095329,4,2.095329,
11.244,22.37,-2.093188,4,2.093188,
11.246,22.37,-2.089478,4,2.089478,
11.248,22.37,-2.085702,4,2.085702,
11.25,22.37,-2.081927,4,2.081927,
11.252,22.37,-2.078151,4,2.078151,
11.254,22.37,-2.074376,4,2.074376,
11.256,22.37,-2.0706,4,2.0706,
11.258,22.37,-2.066825,4,2.066825,
11.26,22.37,-2.06305,4,2.06305,
11.262,22.37,-2.059274,4,2.059274,
11.264,22.37,-2.055499,4,2.055499,
11.266,22.636206,-2.052834,4,2.052834,
11.268,23.019982,-2.050659,4,2.050659,
11.27,23.403758,-2.048484,4,2.048484,
11.272,23.787534,-2.046309,4,2.046309,
11.274,24.17131,-2.044135,4,2.044135,
11.276,24.555086,-2.04196,4,2.04196,
11.278,24.938862,-2.039785,4,2.039785,
11.28,25.322638,-2.03761,4,2.03761,
11.282,25.706414,-2.035435,4,2.035435,
11.284,25.79,-2.030956,4,2.030956,
11.286,25.79,-2.025607,4,2.025607,
11.288,25.79,-2.020257,4,2.020257,
11.29,25.79,-2.014907,4,2.014907,
11.292,25.79,-2.009557,4,2.009557,
11.294,25.79,-2.004207,4,2.004207,
11.296,25.79,-1.998857,4,1.998857,
11.298,25.79,-1.993507,4,1.993507,
11.3,25.79,-1.988157,4,1.988157,
11.302,25.79,-1.982807,4,1.982807,
11.304,25.79,-1.977457,4,1.977457,
11.306,25.79,-1.969858,4,1.969858,
11.308,25.79,-1.961955,4,1.961955,
11.31,25.79,-1.954052,4,1.954052,
11.312,25.79,-1.94615,4,1.94615,
11.314,25.79,-1.938247,4,1.938247,
11.316,25.79,-1.930344,4,1.930344,
11.318,25.79,-1.922441,4,1.922441,
11.32,25.79,-1.914538,4,1.914538,
11.322,25.79,-1.906635,4,1.906635,
11.324,25.79,-1.893917,4,1.893917,
11.326,25.79,-1.81867,4,1.81867,
11.328,25.79,-1.743423,4,1.743423,
11.33,25.79,-1.668175,4,1.668175,
11.332,25.79,-1.592928,4,1.592928,
11.334,25.79,-1.517681,4,1.517681,
11.336,25.79,-1.442434,4,1.442434,
11.338,25.79,-1.367186,4,1.367186,
11.34,25.79,-1.272048,4,1.272048,
11.342,25.79,-1.163774,4,1.163774,
11.344,25.79,-1.055501,4,1.055501,
11.346,25.79,-0.947228,4,0.947228,
11.348,25.79,-0.838955,4,0.838955,
11.35,25.79,-0.730681,4,0.730681,
11.352,25.79,-0.622408,4,0.622408,
11.354,25.79,-0.514135,4,0.514135,
11.356,25.79,-0.405862,4,0.405862,
11.358,25.79,-0.275821,4,0.275821,
11.36,25.79,-0.121572,4,0.121572,
11.362,25.79,0.032678,4,0.032678,
11.364,25.79,0.186927,4,0.186927,
11.366,25.79,0.341177,4,0.341177,
11.368,25.79,0.495426,4,0.495426,
11.37,25.79,0.649676,4,0.649676,
11.372,25.79,0.803925,4,0.803925,
11.374,25.79,0.958175,4,0.958175,
11.376,25.79,1.100424,4,1.100424,
11.378,25.79,1.226574,4,1.226574,
11.38,25.79,1.352724,4,1.352724,
11.382,25.79,1.478874,4,1.478874,
11.384,25.79,1.605023,4,1.605023,
11.386,25.79,1.731173,4,1.731173,
11.388,25.79,1.857323,4,1.857323,
11.39,25.79,1.983473,4,1.983473,
11.392,25.79,2.109622,4,2.109622,
11.394,25.4696,2.151246,4,2.151246,
11.396,24.991427,2.151246,4,2.151246,
11.398,24.513253,2.151246,4,2.151246,
11.4,24.03508,2.151246,4,2.151246,
11.402,23.556907,2.151246,4,2.151246,
11.404,23.078733,2.151246,4,2.151246,
11.406,22.60056,2.151246,4,2.151246,
11.408,22.122387,2.151246,4,2.151246,
11.41,21.92,2.151246,4,2.151246,
11.412,21.92,2.151246,4,2.151246,
11.414,21.92,2.151246,4,2.151246,
11.416,21.92,2.151246,4,2.151246,
11.418,21.92,2.151246,4,2.151246,
11.42,21.92,2.151246,4,2.151246,
11.422,21.92,2.151246,4,2.151246,
11.424,21.92,2.151246,4,2.151246,
11.426,21.92,2.151246,4,2.151246,
11.428,21.92,2.151246,4,2.151246,
11.43,21.92,2.151246,4,2.151246,
11.432,21.92,2.151246,4,2.151246,
11.434,21.92,2.151246,4,2.151246,
11.436,21.92,2.151246,4,2.151246,
11.438,21.92,2.151246,4,2.151246,
11.44,21.92,2.151246,4,2.151246,
11.442,21.92,2.151246,4,2.151246,
11.444,21.92,2.151246,4,2.151246,
11.446,21.92,2.151246,4,2.151246,
11.448,21.92,2.151686,4,2.151686,
11.45,21.92,2.153719,4,2.153719,
11.452,21.92,2.155752,4,2.155752,
11.454,21.92,2.157785,4,2.157785,
11.456,21.92,2.159818,4,2.159818,
11.458,21.92,2.161851,4,2.161851,
11.46,21.92,2.163884,4,2.163884,
11.462,21.92,2.165917,4,2.165917,
11.464,21.92,2.16795,4,2.16795,
11.466,21.92,2.169982,4,2.169982,
11.468,21.92,2.178624,4,2.178624,
11.47,21.92,2.190328,4,2.190328,
11.472,21.92,2.202032,4,2.202032,
11.474,21.92,2.210063,4,2.210063,
11.476,21.92,2.211883,4,2.211883,
11.478,21.92,2.213702,4,2.213702,
11.48,21.92,2.215521,4,2.215521,
11.482,21.92,2.21734,4,2.21734,
11.484,21.92,2.219159,4,2.219159,
11.486,21.92,2.220979,4,2.220979,
11.488,21.92,2.222798,4,2.222798,
11.49,21.92,2.224617,4,2.224617,
11.492,21.92,2.226436,4,2.226436,
11.494,21.92,2.228255,4,2.228255,
11.496,21.92,2.231678,4,2.231678,
11.498,21.92,2.235729,4,2.235729,
11.5,21.92,2.239781,4,2.239781,
11.502,21.92,2.243832,4,2.243832,
11.504,21.92,2.247884,4,2.247884,
11.506,21.92,2.251935,4,2.251935,
11.508,21.92,2.255987,4,2.255987,
11.51,21.92,2.260038,4,2.260038,
11.512,21.92,2.26409,4,2.26409,
11.514,21.876658,2.28734,4,2.28734,
11.516,21.50889,2.290996,4,2.290996,
11.518,21.141122,2.294651,4,2.294651,
11.52,20.773353,2.298306,4,2.298306,
11.522,20.405585,2.301961,4,2.301961,
11.524,20.037816,2.305616,4,2.305616,
11.526,19.670048,2.309271,4,2.309271,
11.528,19.30228,2.312926,4,2.312926,
11.53,18.934511,2.316582,4,2.316582,
11.532,18.566743,2.320237,4,2.320237,
11.534,18.198974,2.323892,4,2.323892,
11.536,18.02,2.327899,4,2.327899,
11.538,18.02,2.332239,4,2.332239,
11.54,18.02,2.33658,4,2.33658,
11.542,18.02,2.340921,4,2.340921,
11.544,18.02,2.345261,4,2.345261,
11.546,18.02,2.349602,4,2.349602,
11.548,18.02,2.353942,4,2.353942,
11.55,18.02,2.358283,4,2.358283,
11.552,18.02,2.362623,4,2.362623,
11.554,18.02,2.366424,4,2.366424,
11.556,18.02,2.369838,4,2.369838,
11.558,18.02,2.373252,4,2.373252,
11.56,18.02,2.376667,4,2.376667,
11.562,18.02,2.380081,4,2.380081,
11.564,18.02,2.383496,4,2.383496,
11.566,18.02,2.38691,4,2.38691,
11.568,18.02,2.390325,4,2.390325,
11.57,18.02,2.393739,4,2.393739,
11.572,18.02,2.397154,4,2.397154,
11.574,18.02,2.400568,4,2.400568,
11.576,18.02,2.403933,4,2.403933,
11.578,18.02,2.407133,4,2.407133,
11.58,18.02,2.410333,4,2.410333,
11.582,18.02,2.413533,4,2.413533,
11.584,18.02,2.416733,4,2.416733,
11.586,18.02,2.419933,4,2.419933,
11.588,18.02,2.423133,4,2.423133,
11.59,18.02,2.426333,4,2.426333,
11.592,18.02,2.429533,4,2.429533,
11.594,18.02,2.432733,4,2.432733,
11.596,18.02,2.435932,4,2.435932,
11.598,18.02,2.439132,4,2.439132,
11.6,18.02,2.442578,4,2.442578,
11.602,18.02,2.447856,4,2.447856,
11.604,18.02,2.453134,4,2.453134,
11.606,18.02,2.458411,4,2.458411,
11.608,18.02,2.463689,4,2.463689,
11.61,18.02,2.468967,4,2.468967,
11.612,18.02,2.474245,4,2.474245,
11.614,18.02,2.479523,4,2.479523,
11.616,18.02,2.482347,4,2.482347,
11.618,18.02,2.484454,4,2.484454,
11.62,18.02,2.486561,4,2.486561,
11.622,18.02,2.488669,4,2.488669,
11.624,18.02,2.490776,4,2.490776,
11.626,18.02,2.492883,4,2.492883,
11.628,18.02,2.494991,4,2.494991,
11.63,18.02,2.497098,4,2.497098,
11.632,18.02,2.499206,4,2.499206,
11.634,17.743278,2.501541,4,2.501541,
11.636,17.264188,2.504044,4,2.504044,
11.638,16.785098,2.506547,4,2.506547,
11.64,16.306008,2.50905,4,2.50905,
11.642,15.826918,2.511552,4,2.511552,
11.644,15.347828,2.514055,4,2.514055,
11.646,14.868739,2.516558,4,2.516558,
11.648,14.389649,2.51906,4,2.51906,
11.65,14.31,2.523193,4,2.523193,
11.652,14.31,2.52765,4,2.52765,
11.654,14.31,2.532107,4,2.532107,
11.656,14.31,2.536565,4,2.536565,
11.658,14.31,2.541022,4,2.541022,
11.66,14.31,2.545479,4,2.545479,
11.662,14.31,2.549936,4,2.549936,
11.664,14.31,2.554394,4,2.554394,
11.666,14.31,2.558238,4,2.558238,
11.668,14.31,2.558238,4,2.558238,
11.67,14.31,2.558238,4,2.558238,
11.672,14.31,2.558238,4,2.558238,
11.674,14.31,2.560682,4,2.560682,
11.676,14.31,2.563341,4,2.563341,
11.678,14.31,2.566,4,2.566,
11.68,14.31,2.568658,4,2.568658,
11.682,14.31,2.571317,4,2.571317,
11.684,14.31,2.573976,4,2.573976,
11.686,14.31,2.576634,4,2.576634,
11.688,14.31,2.580335,4,2.580335,
11.69,14.31,2.584649,4,2.584649,
11.692,14.31,2.588962,4,2.588962,
11.694,14.31,2.593275,4,2.593275,
11.696,14.31,2.597588,4,2.597588,
11.698,14.31,2.601901,4,2.601901,
11.7,14.31,2.606214,4,2.606214,
11.702,14.31,2.610527,4,2.610527,
11.704,14.31,2.61484,4,2.61484,
11.706,14.31,2.617439,4,2.617439,
11.708,14.31,2.619087,4,2.619087,
11.71,14.31,2.620734,4,2.620734,
11.712,14.31,2.622382,4,2.622382,
11.714,14.31,2.624029,4,2.624029,
11.716,14.31,2.625677,4,2.625677,
11.718,14.31,2.627324,4,2.627324,
11.72,14.31,2.628971,4,2.628971,
11.722,14.31,2.630619,4,2.630619,
11.724,14.31,2.632266,4,2.632266,
11.726,14.31,2.633914,4,2.633914,
11.728,14.31,2.635561,4,2.635561,
11.73,14.31,2.637493,4,2.637493,
11.732,14.31,2.639463,4,2.639463,
11.734,14.31,2.641434,4,2.641434,
11.736,14.31,2.643404,4,2.643404,
11.738,14.31,2.645375,4,2.645375,
11.74,14.31,2.647345,4,2.647345,
11.742,14.31,2.649316,4,2.649316,
11.744,14.31,2.651287,4,2.651287,
11.746,14.31,2.653257,4,2.653257,
11.748,14.266438,2.655397,4,2.655397,
11.75,13.276383,2.661211,4,2.661211,
11.752,12.286329,2.667026,4,2.667026,
11.754,11.296274,2.67284,4,2.67284,
11.756,11.01,2.674521,4,2.674521,
11.758,11.01,2.674521,4,2.674521,
11.76,11.01,2.674521,4,2.674521,
11.762,11.01,2.674521,4,2.674521,
11.764,11.01,2.674521,4,2.674521,
11.766,11.01,2.674521,4,2.674521,
11.768,11.01,2.674521,4,2.674521,
11.77,11.01,2.674521,4,2.674521,
11.772,11.01,2.674521,4,2.674521,
11.774,11.01,2.674521,4,2.674521,
11.776,11.01,2.674521,4,2.674521,
11.778,11.01,2.67806,4,2.67806,
11.78,11.01,2.682327,4,2.682327,
11.782,11.01,2.686595,4,2.686595,
11.784,11.01,2.690862,4,2.690862,
11.786,11.01,2.69513,4,2.69513,
11.788,11.01,2.699397,4,2.699397,
11.79,11.01,2.703665,4,2.703665,
11.792,11.01,2.707932,4,2.707932,
11.794,11.01,2.7122,4,2.7122,
11.796,11.01,2.714715,4,2.714715,
11.798,11.01,2.716635,4,2.716635,
11.8,11.01,2.718555,4,2.718555,
11.802,11.01,2.720475,4,2.720475,
11.804,11.01,2.722395,4,2.722395,
11.806,11.01,2.724315,4,2.724315,
11.808,11.01,2.726235,4,2.726235,
11.81,11.01,2.728155,4,2.728155,
11.812,11.01,2.730074,4,2.730074,
11.814,11.01,2.731994,4,2.731994,
11.816,11.01,2.732663,4,2.732663,
11.818,11.01,2.732663,4,2.732663,
11.82,11.01,2.732663,4,2.732663,
11.822,11.01,2.732663,4,2.732663,
11.824,11.01,2.732663,4,2.732663,
11.826,11.01,2.732663,4,2.732663,
11.828,11.01,2.732663,4,2.732663,
11.83,11.01,2.732663,4,2.732663,
11.832,11.01,2.732663,4,2.732663,
11.834,11.01,2.753043,4,2.753043,
11.836,11.01,2.75478,4,2.75478,
11.838,11.01,2.756518,4,2.756518,
11.84,11.01,2.758256,4,2.758256,
11.842,11.01,2.759993,4,2.759993,
11.844,11.01,2.761731,4,2.761731,
11.846,11.01,2.763468,4,2.763468,
11.848,11.01,2.765206,4,2.765206,
11.85,11.01,2.766944,4,2.766944,
11.852,11.01,2.768681,4,2.768681,
11.854,11.01,2.770419,4,2.770419,
11.856,10.888049,2.772835,4,2.772835,
11.858,10.598655,2.776184,4,2.776184,
11.86,10.309261,2.779532,4,2.779532,
11.862,10.019866,2.782881,4,2.782881,
11.864,9.730472,2.786229,4,2.786229,
11.866,9.441077,2.789577,4,2.789577,
11.868,9.151683,2.792926,4,2.792926,
11.87,8.862289,2.796274,4,2.796274,
11.872,8.572894,2.799623,4,2.799623,
11.874,8.2835,2.802971,4,2.802971,
11.876,7.994106,2.80632,4,2.80632,
11.878,7.704711,2.809668,4,2.809668,
11.88,7.66,2.812041,4,2.812041,
11.882,7.66,2.814236,4,2.814236,
11.884,7.66,2.81643,4,2.81643,
11.886,7.66,2.818625,4,2.818625,
11.888,7.66,2.820819,4,2.820819,
11.89,7.66,2.823014,4,2.823014,
11.892,7.66,2.825209,4,2.825209,
11.894,7.66,2.827403,4,2.827403,
11.896,7.66,2.829598,4,2.829598,
11.898,7.66,2.83178,4,2.83178,
11.9,7.66,2.833962,4,2.833962,
11.902,7.66,2.836144,4,2.836144,
11.904,7.66,2.838326,4,2.838326,
11.906,7.66,2.840508,4,2.840508,
11.908,7.66,2.84269,4,2.84269,
11.91,7.66,2.844872,4,2.844872,
11.912,7.66,2.847054,4,2.847054,
11.914,7.66,2.849196,4,2.849196,
11.916,7.66,2.851073,4,2.851073,
11.918,7.66,2.85295,4,2.85295,
11.92,7.66,2.854827,4,2.854827,
11.922,7.66,2.856704,4,2.856704,
11.924,7.66,2.858581,4,2.858581,
11.926,7.66,2.860459,4,2.860459,
11.928,7.66,2.862336,4,2.862336,
11.93,7.66,2.864213,4,2.864213,
11.932,7.66,2.86609,4,2.86609,
11.934,7.66,2.867967,4,2.867967,
11.936,7.66,2.868327,4,2.868327,
11.938,7.66,2.868327,4,2.868327,
11.94,7.66,2.868327,4,2.868327,
11.942,7.66,2.868327,4,2.868327,
11.944,7.66,2.868327,4,2.868327,
11.946,7.66,2.868327,4,2.868327,
11.948,7.66,2.868327,4,2.868327,
11.95,7.66,2.868327,4,2.868327,
11.952,7.66,2.868327,4,2.868327,
11.954,7.66,2.868327,4,2.868327,
11.956,7.66,2.868327,4,2.868327,
11.958,7.66,2.868327,4,2.868327,
11.96,7.66,2.868327,4,2.868327,
11.962,7.66,2.868327,4,2.868327,
11.964,7.66,2.868327,4,2.868327,
11.966,7.66,2.868327,4,2.868327,
11.968,7.66,2.868327,4,2.868327,
11.97,7.66,2.868327,4,2.868327,
11.972,7.66,2.868327,4,2.868327,
11.974,7.66,2.868327,4,2.868327,
11.976,7.56452,2.868327,4,2.868327,
11.978,7.189942,2.868327,4,2.868327,
11.98,6.815364,2.868327,4,2.868327,
11.982,6.440786,2.868327,4,2.868327,
11.984,6.066208,2.868327,4,2.868327,
11.986,5.69163,2.868327,4,2.868327,
11.988,5.317052,2.868327,4,2.868327,
11.99,4.942474,2.868327,4,2.868327,
11.992,4.567896,2.868327,4,2.868327,
11.994,4.193317,2.868327,4,2.868327,
11.996,4.17,2.868327,4,2.868327,
11.998,4.17,2.868327,4,2.868327,
12,4.17,2.868327,4,2.868327,
12.002,4.17,2.868327,4,2.868327,
12.004,4.17,2.868327,4,2.868327,
12.006,4.17,2.868327,4,2.868327,
12.008,4.17,2.868327,4,2.868327,
12.01,4.17,2.868327,4,2.868327,
12.012,4.17,2.868327,4,2.868327,
12.014,4.17,2.868327,4,2.868327,
12.016,4.17,2.868327,4,2.868327,
12.018,4.17,2.868327,4,2.868327,
12.02,4.17,2.868327,4,2.868327,
12.022,4.17,2.868327,4,2.868327,
12.024,4.17,2.868327,4,2.868327,
12.026,4.17,2.868327,4,2.868327,
12.028,4.17,2.868327,4,2.868327,
12.03,4.17,2.868327,4,2.868327,
12.032,4.17,2.868327,4,2.868327,
12.034,4.17,2.867221,4,2.867221,
12.036,4.17,2.865429,4,2.865429,
12.038,4.17,2.863638,4,2.863638,
12.04,4.17,2.861847,4,2.861847,
12.042,4.17,2.860056,4,2.860056,
12.044,4.17,2.858265,4,2.858265,
12.046,4.17,2.856473,4,2.856473,
12.048,4.17,2.854682,4,2.854682,
12.05,4.17,2.852891,4,2.852891,
12.052,4.17,2.8511,4,2.8511,
12.054,4.17,2.849308,4,2.849308,
12.056,4.17,2.848947,4,2.848947,
12.058,4.17,2.848947,4,2.848947,
12.06,4.17,2.848947,4,2.848947,
12.062,4.17,2.848947,4,2.848947,
12.064,4.17,2.848947,4,2.848947,
12.066,4.17,2.848947,4,2.848947,
12.068,4.17,2.848947,4,2.848947,
12.07,4.17,2.848947,4,2.848947,
12.072,4.17,2.848947,4,2.848947,
12.074,4.17,2.848947,4,2.848947,
12.076,4.17,2.848947,4,2.848947,
12.078,4.17,2.848947,4,2.848947,
12.08,4.17,2.848947,4,2.848947,
12.082,4.17,2.848253,4,2.848253,
12.084,4.17,2.845718,4,2.845718,
12.086,4.17,2.843182,4,2.843182,
12.088,4.17,2.840647,4,2.840647,
12.09,4.17,2.838112,4,2.838112,
12.092,4.17,2.835576,4,2.835576,
12.094,4.17,2.833041,4,2.833041,
12.096,4.17,2.830506,4,2.830506,
12.098,4.17,2.829566,4,2.829566,
12.1,4.17,2.829566,4,2.829566,
12.102,4.17,2.829566,4,2.829566,
12.104,4.17,2.829566,4,2.829566,
12.106,4.17,2.829566,4,2.829566,
12.108,4.17,2.829566,4,2.829566,
12.11,4.17,2.829566,4,2.829566,
12.112,4.17,2.829566,4,2.829566,
12.114,4.17,2.829566,4,2.829566,
12.116,3.929562,2.829566,4,2.829566,
12.118,3.439573,2.829566,4,2.829566,
12.12,2.949583,2.829566,4,2.829566,
12.122,2.459594,2.829566,4,2.829566,
12.124,1.969604,2.829566,4,2.829566,
12.126,1.479615,2.829566,4,2.829566,
12.128,0.989625,2.829566,4,2.829566,
12.13,0.499636,2.829566,4,2.829566,
12.132,0.45,2.827629,4,2.827629,
12.134,0.45,2.825474,4,2.825474,
12.136,0.45,2.823318,4,2.823318,
12.138,0.45,2.821163,4,2.821163,
12.14,0.45,2.819008,4,2.819008,
12.142,0.45,2.816852,4,2.816852,
