%===============================================================
%     CTR DATA FORMAT #1 (Revision 2019.06.27)
%     TITLE : Ball-Joint Torque Test Data File  
%===============================================================
BEGIN_OF_HEADER
SAVED_DATE = 1/26/2026 5:10:24 PM
SAMPLE INFO = ///DEVELOPMENT/2026-01-23
TEST FUNCTION = TRIANGULAR
TEST FREQUENCY =0.214286
TEST CYCLE =4.000000
NUMBER_OF_COLUMNS = 7
COLUMN_NAME = [Save,State,Cycle,Time,Command,Angle,Torque]
COLUMN_UNIT = [NA,NA,Cycle,sec,Dgree,Dgree,N*m]
COLUMN_LENGTH = [9335,9335,9335,9335,9335,9335,9335]
COLUMN_MAXIMUM = [1.000000,3.000000,4.000000,18.670000,35.000000,34.503018,8.882244]
COLUMN_MINIMUM = [1.000000,3.000000,1.000000,0.002000,-35.000000,-34.493402,-2.127067]
COLUMN_START = [1.000000,3.000000,1.000000,0.002000,0.000000,0.000386,0.043356]
COLUMN_STOP = [1.000000,3.000000,4.000000,18.670000,0.040000,-1.410978,2.058291]
COLUMN_DELTA = [0.002000,0.002000,0.002000,0.002000,0.002000,0.002000,0.002000]
COLUMN_DELTA_UNIT = [sec,sec,sec,sec,sec,sec,sec]
END_OF_HEADER
1.000000,3.000000,1.000000,0.372000,11.100000,9.663293,2.521894
1.000000,3.000000,1.000000,0.374000,11.160000,9.722369,2.516007
1.000000,3.000000,1.000000,0.376000,11.220000,9.781426,2.512202
1.000000,3.000000,1.000000,0.378000,11.280000,9.840547,2.511514
1.000000,3.000000,1.000000,0.380000,11.340000,9.899806,2.513998
1.000000,3.000000,1.000000,0.382000,11.400000,9.959267,2.518700
1.000000,3.000000,1.000000,0.384000,11.460000,10.018968,2.523986
1.000000,3.000000,1.000000,0.386000,11.520000,10.078921,2.528106
1.000000,3.000000,1.000000,0.388000,11.580000,10.139116,2.529778
1.000000,3.000000,1.000000,0.390000,11.640000,10.199520,2.528600
1.000000,3.000000,1.000000,0.392000,11.700000,10.260090,2.525119
1.000000,3.000000,1.000000,0.394000,11.760000,10.320776,2.520558
1.000000,3.000000,1.000000,0.396000,11.820000,10.381531,2.516316
1.000000,3.000000,1.000000,0.398000,11.880000,10.442309,2.513418
1.000000,3.000000,1.000000,0.400000,11.940000,10.503071,2.512136
1.000000,3.000000,1.000000,0.402000,12.000000,10.563778,2.511929
1.000000,3.000000,1.000000,0.404000,12.060000,10.624392,2.511699
1.000000,3.000000,1.000000,0.406000,12.120000,10.684874,2.510273
1.000000,3.000000,1.000000,0.408000,12.180000,10.745189,2.506915
1.000000,3.000000,1.000000,0.410000,12.240000,10.805306,2.501670
1.000000,3.000000,1.000000,0.412000,12.300000,10.865206,2.495398
1.000000,3.000000,1.000000,0.414000,12.360000,10.924891,2.489495
1.000000,3.000000,1.000000,0.416000,12.420000,10.984381,2.485389
1.000000,3.000000,1.000000,0.418000,12.480000,11.043718,2.484026
1.000000,3.000000,1.000000,0.420000,12.540000,11.102962,2.485511
1.000000,3.000000,1.000000,0.422000,12.600000,11.162183,2.489076
1.000000,3.000000,1.000000,0.424000,12.660000,11.221451,2.493349
1.000000,3.000000,1.000000,0.426000,12.720000,11.280830,2.496849
1.000000,3.000000,1.000000,0.428000,12.780000,11.340367,2.498504
1.000000,3.000000,1.000000,0.430000,12.840000,11.400092,2.498004
1.000000,3.000000,1.000000,0.432000,12.900000,11.460013,2.495850
1.000000,3.000000,1.000000,0.434000,12.960000,11.520123,2.493101
1.000000,3.000000,1.000000,0.436000,13.020000,11.580402,2.490915
